M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Janeiro;APROV 1;BUTANTA;2004.00.812-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.160.368.0102-4;R301;Z8-CR6 LIND. Z18;;0.00;M2;HALNA COMERCIO E EMPREENDIMENTOS LTDA E OUTROS;16000.00;M2;R RENATO EGIDIO DE SOUZA ARANHA;13/01/04;JOSE REZENDE NETO;;RENATO BIANCONI ARQUITETO S/C LTDA;RENATO BIANCONI;002 - 004;024 - 032;09 - 09
Janeiro;APROV 1;BUTANTA;2004.01.023-00;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.185.132.0056-4;R;;;0.00;M2;CONCIMA S/A CONSTRUCOES CIVIS;0.00;M2;R CONRADO MAZZEO;15/01/04;;;;;;;
Janeiro;APROV 1;BUTANTA;2004.02.473-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.171.092.0032-8;H.I.S;Z2;;495.15;M2;EDIM COMERCIAL E IMOBILIARIA LTDA;351.16;M2;R FREI ANTONIO DA PIEDADE,216;24/01/04;MIL ARQUITETURA S/C LTDA;MICHAIL LIEDERS;MIL ARQUITETURA S/C LTDA;MICHAIL LIEDERS;001;008;04
Janeiro;APROV 1;BUTANTA;2004.02.985-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.300.067.0222-5;R301;Z13-008;;5217.35;M2;CEIBEL COMERCIAL E INCORPORADORA LTDA;1454.65;M2;AV BR DE MONTE MOR;30/01/04;TAUVA EMPREENDIMENTOS IMOBILIARIOS LTDA;ALEXANDRE KIEFFER FERREIRA;MARCOS FERREIRA GAVIAO;;001;032;09
Janeiro;APROV 1;BUTANTA;2004.02.999-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.200.050.0031-7;R301;Z18-003;BUTANTA;4521.34;M2;OBRADEK EMP REPRES E COM LTDA;1150.00;M2;R DESEM ARMANDO FAIRBANKS,46;30/01/04;MARIO DIONISIO VITTURI;;JOSE DOMINGOS DONADIO DE SOUZA;;001;070;08
Janeiro;APROV 1;BUTANTA;2004.03.077-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.101.007.0162-1;R301;Z18-018;;6600.38;M2;PORTAL DO SUL CONSTRUCOES LTDA;2385.00;M2;AV ESCOLA POLITECNICA,1001;30/01/04;ERNESTO RISCALI NETO;;SONIA REGINA MATIAS DE PINA LUERSEN;;001 - 001;048 - 047;09 - 09
Janeiro;APROV 1;CAMPO LIMPO;2000.28.400-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.170.007.0017-2;R301;Z2;;6588.48;M2;J.FERNANDES CONSTRUTORA S/C LTDA.;1610.00;M2;R IUBATINGA,180;15/01/04;ROGERIO VIEIRA MACHADO;;JONAS BIRGER;;001;015;18
Janeiro;APROV 1;CAMPO LIMPO;2004.02.858-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.165.126.0052-4;H.I.S;Z2;CAMPO LIMPO;0.00;M2;TAQUESHI NONAKA E OUTRO;1500.00;M2;AV JACOBUS BALDI,751;30/01/04;;;;;;;
Janeiro;APROV 1;CAMPO LIMPO;2004.02.991-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.182.0015-7;R301;Z2;;3139.60;M2;MOISES SORIANO;743.04;M2;R DOMINGOS LOPES DA SILVA;30/01/04;MOISES SORIANO;;MOISES SORIANO;;001;032;11
Janeiro;APROV 1;CAMPO LIMPO;2004.03.394-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.301.066.0023-8;R301;Z2;;18095.11;M2;DESIM DESENVOLVIMENTO IMOBILIARIO S/C LTDA E OUTROS;4200.00;M2;R DOMENICO PEROTTI,50;30/01/04;COMPANY S/A;JOSE CARLOS TEIXEIRA DA SILVA BRAGA;PABLO SLEMENSON ARQUITETURA S/C LTDA;;001;028;30
Janeiro;APROV 1;IPIRANGA;2002.45.194-03;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.108.0040-8;R301;Z3-181;IPIRANGA;19893.84;M2;M.BIGUCCI COMERCIO E EMRPREENDIMENTOS LTDA;2944.73;M2;AV DR GENTIL DE MOURA,856;16/01/04;IDEALE CONSTRUTORA LTDA;HELDER DANTAS;;;001 - 001 - 001;072 - 060 - 054;19 - 16 - 16
Janeiro;APROV 1;IPIRANGA;2003.18.684-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.049.204.0039-1;R202;Z3-193;IPIRANGA;7292.55;M2;CONSTHRUIR ENGENHARIA LTDA;1347.40;M2;R ALENCAR ARARIPE,1522;24/01/04;JOSE LUIZ LOPEZ;;;;002;;11
Janeiro;APROV 1;IPIRANGA;2003.43.284-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.049.466.0082-5;H.I.S;Z2;;0.00;M2;COOPERATIVA HABITACIONAL POMPEIA;29635.69;M2;R ISABEL DE GOIS,8;24/01/04;;;;;;;
Janeiro;APROV 1;IPIRANGA;2004.00.529-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.046.018.0027-7;R202;Z3-184;;0.00;M2;M BIGUCCI COM. EMP. LTDA;0.00;M2;R STA CRUZ,1700;09/01/04;MILTON BIGUCCI JUNIOR;;MARCOS GARRUBBO;;;;
Janeiro;APROV 1;IPIRANGA;2004.02.856-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.049.466.0082-5;H.I.S;Z2;;0.00;M2;COOPERATIVA HABITACIONAL POMPEIA;29635.69;M2;R ISABEL DE GOIS,8;30/01/04;;;;;;;
Janeiro;APROV 1;IPIRANGA;2004.02.986-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.157.229.1252-1;R301;Z2;;8917.41;M2;SERGUS CONSTRUCOES E COMERCIO LTDA;4142.43;M2;AV DOSOURIVES;30/01/04;SERGUS-CONSTRUCOES E COMERCIO LTDA;ARNALDO CHRISTIANO;A. FAARA ARQUITETURA S/C LTDA;ALEJANDRO FAARA;001 - 001 - 001;060 - 060;16 - 16 - 01
Janeiro;APROV 1;JABAQUARA;2004.02.454-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.047.204.0039-6;R202;Z3-210;;9573.79;M2;CONSTRUTORA TARJAB;1362.44;M2;AV DIEDERICHSEN,1079;24/01/04;CONSTRUTORA TARJAB LTDA;CARLOS ALBERTO DE MORAES BORGES;RUBIO & MONTEIRO ARQUITETURA S/C LIMITADA;;001;064;17
Janeiro;APROV 1;LAPA;2003.43.574-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.080.003.0108-3;R301;Z2;;3762.48;M2;DMS CONSTRUTORA E INCORPORADORA LTDA;800.00;M2;R ALIANCA LIBERAL,880;16/01/04;NILTON CINTI;;;;001;011;13
Janeiro;APROV 1;LAPA;2004.02.694-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.022.066.0347-0;R202;Z3-098;;5820.74;M2;CAROLINA GALASSI CANELHAS;813.43;M2;R TUCUNA,600;29/01/04;CONSTRUTORA WASSERMAN S/A;ISAAC DANIEL WASSERMAN;JONAS BIRGER;;001;016;18
Janeiro;APROV 1;LAPA;2004.02.866-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.082.458.0012-0;R301;Z6-022;;41375.59;M2;COMPANHIA BRASILEIRA DE DISTRIBUICAO;17739.64;M2;AV GAL MAC ARTHUR,56;30/01/04;NEVES ARQUITETOS S/C LTDA;JULIO JOSE FRANCO NEVES;NEVES ARQUITETOS S/C LTDA;JULIO JOSE FRANCO NEVES;006;063;18
Janeiro;APROV 1;LAPA;2004.02.983-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.012.027.0007-1;R202;Z3-091;;8853.28;M2;SEFERCO IMOBILIARIA E INCORPORADORA LTDA;1478.96;M2;R DR AUGUSTO DE MIRANDA;30/01/04;SERGIO FEHR COSTA;;SERGIO FEHR COSTA;;001;056;15
Janeiro;APROV 1;LAPA;2004.02.988-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.024.040.0171-1;R301;Z13-003;;6784.63;M2;SOLVE CONSTRUTORA LTDA;1847.19;M2;R CROATA,622;30/01/04;SOLVE CONSTRUTORA LTDA.;ROBERTO SIMOES;ANGELITA CEREZO DE FABA;;001;032;18
Janeiro;APROV 1;VILA MARIA / VILA GUILHERME;2004.01.791-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.063.087.0001-0;R301;Z3-074;PARQUE NOVO MUNDO;23770.22;M2;GOLDFARB INCORPORA��ES E CONSTRU��ES LTDA E OUTRO;6269.09;M2;AV SERAFIM GONCALVES PEREIRA;23/01/04;CONSTRUTORA PASSARELLI LTDA;EDUARDO MORAES PASSARELLI;EGC ARQUITETURA S/C LTDA;ELIZABETH G. COSTA;002 - 001 - 001 - 00;107 - 106;18 - 18 - 04 - 01
Janeiro;APROV 1;MOOCA;2004.02.016-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.196.018.0922-7;H.I.S;Z2;;0.00;M2;INPAR INC. E PARTICIPACOES LTDA;65254.00;M2;AV CELSO GARCIA,1907;24/01/04;;;;;;;
Janeiro;APROV 1;MOOCA;2004.02.998-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.062.212.0003-2;R301;Z2;;11911.30;M2;GUERINO SECOMANDI JR E OUTRO;3600.00;M2;R ULISSES CRUZ,527;30/01/04;GOLDFARB INCORPORACOES E CONSTRUCOES LTDA;RUI KIYOSHI ISHIKAWA;GOLDFARB INCORPORACOES E CONSTRUCOES LTDA;RUI KIYOSHI ISHIKAWA;001 - 001;060 - 060;16 - 16
Janeiro;APROV 1;PENHA;2004.02.992-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.113.047.0016-9;R202;Z3-111;;6641.15;M2;NOMURA INCORPORADORA E CONSTRUTORA LTDA;1009.24;M2;R BERNADELLE,225;30/01/04;HERCULES TOSHIO TAMAKI;;COLLACO E MONTEIRO ARQUITETOS ASSOCIADOS S/C LTDA;;001;072;19
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2003.39.612-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.013.029.0011-0;R202;Z3-133;PINHEIROS;8104.26;M2;CONSTRUTORA E INCORPORADORA ATLANTICA LTDA;1070.71;M2;R JOAO MOURA,956;30/01/04;;;;;001;051;19
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2004.00.531-00;COMUNICACAO;PREDIO RESIDENCIAL;00.010.083.0447-6;R202;Z3-139;;0.00;M2;GOLD HOLDING E PARTICIPACOES LTDA;0.00;M2;AL ITU,1420;09/01/04;;;;;;;
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2004.00.532-00;RECONSIDERACAO DE DESPACHO DE COMUNICACAO;PREDIO RESIDENCIAL;00.009.082.0501-5;R202;Z3-139;;0.00;M2;CONDOMINIO EDIFICIO TRIANON;0.00;M2;AL ITU,395;09/01/04;;;;;;;
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2004.01.024-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.299.022.0002-6;R301;Z2;;17667.24;M2;BUENO NETTO EMPREENDIMENTOS IMOBILIARIOS LTDA E OUTRO;2182.00;M2;R FERNANDES DE ABREU,9;15/01/04;BUENO NETTO GESTAO IMOBILIARIA LTDA;LUIZ CARLOS MARTINS;SERGIO MACHADO ASSUMPCAO;;001;040;23
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2004.02.200-00;CERTIFICADO DE MUDANCA DE USO;PREDIO COMERCIAL;00.014.005.0317-5;C1.2;Z3-139;;0.00;M2;RUBENS RACY;650.00;M2;AL TIETE,219;09/01/04;;;;;;;
Janeiro;APROV 1;PINHEIROS / ITAIM BIBI;2004.02.865-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.015.005.0042-9;R202;Z4-035;;7427.03;M2;LILIAN NADER ATALLAH E OUTROS;1145.46;M2;R ARTUR DE AZEVEDO,1400;30/01/04;PAULO SERGIO ATALLAH;;MARCIO CURI E AZEVEDO ANTUNES ARQUITETURA LTDA;;001 - 001;036;20 - 01
Janeiro;APROV 1;PIRITUBA / JARAGUA;2001.29.829-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.190.078.0021-2;R303;Z2;PARADA DE TAIPAS;1408.39;M2;A K TERUYA CONSTR E INCORP LTDA;1791.30;M2;R ANGELO GAYOTO,153;16/01/04;;;;;002;013;02
Janeiro;APROV 1;SANTO AMARO;2003.17.859-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.090.038.0009-1;R303;;CH. MONTE ALEGRE;5834.59;M2;TECNISA EMPREENDIMENTOS IMOBILIARIOS LTDA;8938.10;M2;R JACATIRAO,555;24/01/04;TECNISA EMPREENDIMENTOS IMOBILIARIOS LTDA;MEYER JOSEPH NIGRI;;;032;001;02
Janeiro;APROV 1;SANTO AMARO;2004.02.696-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.088.158.0976-7;R302;;SANTO AMARO;140898.03;M2;FCN - COMERCIO E PARTICIPACOES LTDA E OUTRO;98540.76;M2;R BORBA GATO,331;17/01/04;GAFISA S/A;GERSON ANTONIO CHALUPPE;ROBERTO CANDUSSO;;007 - 002 - 001 - 00;096 - 072 - 056 - 04;25 - 25 - 30 - 26
Janeiro;APROV 1;SANTO AMARO;2004.02.990-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.090.407.0013-3;R303;Z1-022;;1554.24;M2;FRANCISCO MARIANO DE MORAES RODRIGUES TORRES;1710.75;M2;AV PROF RUBENS GOMES DE SOUZA;30/01/04;FRANCISCO MARIANO DE MORAES RODRIGUES TORRES;;FRANCISCO MARIANO DE MORAES RODRIGUES TORRES;;006;001;02
Janeiro;APROV 1;SE;2003.45.521-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.038.034.0014-7;R202;Z3-152;ACLIMA�AO;4449.75;M2;FGF ENGENHARIA E EMPREENDIMENTOS LTDA;652.08;M2;R SAFIRA,488;30/01/04;;;;;001;015;17
Janeiro;APROV 1;SE;2004.00.530-00;COMUNICACAO;PREDIO RESIDENCIAL;00.020.063.0339-2;R202;Z4-018;;0.00;M2;SERGIO EDUARDO MARQUES MACHADO;0.00;M2;R DR GABRIEL DOS SANTOS,285;09/01/04;;;;;;;
Janeiro;APROV 1;SE;2004.00.641-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.009.071.0026-0;R301;Z12-002;;69053.54;M2;PIO XII EMPREENDIMENTOS E ADMINISTRACAO DE BENS LTDA;10156.00;M2;R ARTUR PRADO,621;10/01/04;MAC - INVESTIMENTOS E PARTICIPACOES LTDA;MOISE MATALON;MARCIO CURI E AZEVEDO ANTUNES ARQUITETURA LTDA;;002 - 001 - 001;056 - 088 - 088;30 - 24 - 24
Janeiro;APROV 1;SE;2004.00.641-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.009.071.0026-0;R301;Z12-002;;69053.54;M2;PIO XII EMPREENDIMENTOS E ADMINISTRACAO DE BENS LTDA;10156.00;M2;R ARTUR PRADO,621;24/01/04;;;;;002 - 001 - 001;056 - 088 - 088;30 - 24 - 24
Janeiro;APROV 1;SE;2004.01.022-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.007.012.1581-1;R202;Z4-023;;5338.72;M2;DIEREN INTERNATIONAL S/A;881.24;M2;R DASPALMEIRAS,241;15/01/04;SERBENS ENGENHARIA E CONSTRUCOES LTDA;SERGIO GIFFORD DE FARIA;RUBIO & MONTEIRO ARQUITETURA S/C LIMITADA;;001;084;15
Janeiro;APROV 1;SE;2004.01.583-00;ALVARA DE APROVACAO DE REFORMA;HAB. INTERESSE SOCIAL;00.001.044.0369-1;H.I.S;Z5-002;;149.12;M2;AUXILIAR S/A;837.00;M2;AV IPIRANGA,1248;21/01/04;LEONARDO AUGUSTO DA CUNHA E SILVA;;WALDIR CESAR RIBEIRO;;001;;20
Janeiro;APROV 1;SE;2004.02.863-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.018.084.0052-6;R301;Z2;;8282.56;M2;COMPANHIA INICIADORA PREDIAL E OUTROS;2830.16;M2;R ALEXANDRINO PEDROSO,158;30/01/04;EDUARDO ARMENIO KISSAJIKIAN;;PAR-ARQUITETURA S/C LTDA;PAULO MAURICIO ALVES D'ARIENZO;001 - 001;053 - 054;14 - 14
Janeiro;APROV 1;SANTANA;2004.03.074-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.069.043.0008-6;R301;Z2;;8928.16;M2;MARIO PEREIRA MENDES;2563.50;M2;AV NOVA CANTAREIRA,1076;31/01/04;MAVIE-CONSTRUCOES E CONSULTORIA LTDA;JOAQUIM ALVES HELENO;ALAN ALBERTO OPLUSTIL GONZALEZ;;001;056;15
